Student_ID,Age,Gender,University_Year,Sleep_Duration,Study_Hours,Screen_Time,Caffeine_Intake,Physical_Activity,Sleep_Quality,Weekday_Sleep_Start,Weekend_Sleep_Start,Weekday_Sleep_End,Weekend_Sleep_End,GPA
246,23,Male,3rd Year,4.1,10.4,3.6,5,27,10,6:58:48,6:22:48,5.53,8.55,2.664461218
247,18,Other,1st Year,8.9,2.6,3.6,0,107,3,16:04:48,6:10:12,7.55,8.15,3.256049543
248,18,Male,2nd Year,6.1,1.1,3.6,2,69,8,14:21:36,9:57:00,6.28,9.9,3.365260114
249,18,Male,2nd Year,5.9,0.3,1.7,2,40,1,17:59:24,11:46:12,5.23,10.35,2.2169408
250,20,Other,4th Year,7.4,7.7,2.4,1,15,9,14:42:36,20:46:48,5.55,10.45,3.489740695
251,23,Male,2nd Year,5.1,7.3,4,3,67,9,10:30:36,16:14:24,5,8.26,2.655841307
252,18,Other,1st Year,8.7,6.6,3.3,3,98,10,1:10:12,20:07:48,8.61,10.41,3.15959647
253,21,Male,3rd Year,7.9,2.8,1.1,3,47,2,8:03:00,2:43:12,5.1,7.16,3.260575282
254,22,Male,2nd Year,4.4,4.7,1.2,5,55,4,17:49:12,19:18:00,5.84,7.2,3.332089964
255,18,Female,4th Year,6.1,7.1,2.4,1,63,8,21:03:36,18:57:36,6.67,9.49,2.916936658
256,20,Female,2nd Year,8.4,6,3.7,3,58,7,19:21:00,4:12:36,6.43,7.25,3.667563461
257,24,Other,1st Year,8.7,11.9,2.6,5,89,1,10:11:24,3:07:12,8.65,8.3,2.935143949
258,23,Female,4th Year,6.3,1.6,2.5,2,61,5,5:55:48,6:40:48,5.16,9.69,3.298261808
259,25,Other,2nd Year,7.1,8.3,1.3,0,120,7,2:15:00,21:53:24,7.05,8.35,3.215106604
260,20,Female,4th Year,4.8,4.9,3,5,75,4,21:40:12,21:58:12,7.72,7.72,2.919759195
261,18,Male,1st Year,9,5.1,3.5,2,10,1,11:01:12,14:26:24,8.73,8.13,3.298547574
262,23,Other,3rd Year,5.2,8.6,2.1,2,100,9,12:06:36,19:07:48,7.48,8.83,3.003561513
263,22,Other,1st Year,8.7,8.3,3.3,0,88,5,8:13:12,21:37:48,8.22,8.9,2.801633453
264,18,Male,1st Year,7.2,11.9,3.9,2,17,2,10:15:00,12:43:12,5.33,10.13,3.329734851
265,20,Other,1st Year,7,1.5,1.6,1,18,8,34:12.0,3:08:24,6.54,10,2.875229123
266,19,Other,1st Year,6.6,1.2,2.6,0,86,2,8:10:48,15:31:12,6.5,8.83,3.830619883
267,21,Female,3rd Year,5.2,8.7,1.9,2,54,3,19:32:24,8:46:48,8.55,10.38,2.596888717
268,25,Other,3rd Year,4.9,6.9,3.4,4,101,10,5:12:36,8:57:36,5.61,7.46,2.720259683
269,24,Male,4th Year,5.1,3.3,2.7,5,117,1,19:24:36,16:58:48,5.61,8.02,3.440017162
270,20,Female,2nd Year,4.9,1,2.9,2,81,2,7:19:48,8:59:24,6.31,10.31,1.93438062
271,23,Female,3rd Year,7.9,1,3.4,1,25,7,13:15:36,17:45:00,5.22,8.51,3.166725635
272,25,Male,3rd Year,5.8,10.7,2.2,3,5,10,11:12:36,19:33:36,5.73,10.92,1.814231118
273,25,Male,2nd Year,4.3,2.3,3.7,2,3,2,3:01:48,7:58:12,8.86,8.87,2.514528547
274,25,Female,3rd Year,8.8,3.9,2.6,3,107,6,3:18:36,19:43:48,6.71,10.17,2.943260496
275,18,Other,1st Year,8.4,2.7,1.5,4,114,3,4:49:48,2:03:36,7.53,8.61,3.250311357
276,21,Female,1st Year,8.6,4.3,3.1,2,28,4,17:24.0,18:19:48,7.9,8.7,3.347804709
277,18,Male,2nd Year,9,0.8,3.4,0,58,8,6:32:24,10:07:12,6.47,8.53,2.909479726
278,23,Female,4th Year,4.9,6.2,2,3,97,3,11:13:48,13:46:12,5.59,9.88,2.26048586
279,18,Male,4th Year,6,0.8,3.6,4,16,10,3:44:24,19:28:12,5.83,9.19,3.300077856
280,19,Female,2nd Year,7.8,9.6,3.7,0,106,6,13:32:24,21:26:24,6.25,10.78,2.9520103
281,21,Other,2nd Year,7.5,2.8,1.8,0,42,1,1:37:48,9:33:00,7.54,8,3.81226418
282,21,Female,1st Year,4.8,6.5,4,0,116,7,2:25:12,5:51:36,6.59,7.4,2.699836338
283,23,Female,4th Year,8.1,10.6,1.4,0,79,8,6:25:48,5:09:36,5.03,8.57,3.399649206
284,24,Male,3rd Year,5.1,7.8,1.6,2,65,8,16:07:48,12:21:00,7.09,9.47,2.340597049
285,19,Male,1st Year,5.1,6.4,1.6,5,33,3,19:14:24,6:27:00,8.69,10.44,2.012721671
286,20,Male,2nd Year,6.7,3.9,3.7,2,118,10,4:03:00,8:32:24,8.25,8.38,3.746684806
287,18,Female,4th Year,7,4,3,2,7,1,18:31:48,7:30:36,8.3,9.62,3.141577731
288,22,Other,3rd Year,6.9,8,1.5,4,12,9,4:03:36,12:09:00,8.18,8.4,2.516940932
289,18,Male,3rd Year,4.5,11.9,2.3,4,105,6,11:41:24,9:19:48,6.29,9.47,1.5004469
290,25,Male,1st Year,8.4,7.9,2.8,5,7,9,13:27:36,5:53:24,8.06,10.54,2.845883463
291,18,Female,4th Year,5.3,6.7,1.3,4,93,7,3:01:48,14:02:24,5.57,7.93,2.9366899
292,20,Male,4th Year,4.6,8.8,3.6,1,95,1,9:19:12,5:52:48,7.63,8.62,2.234092371
293,18,Other,2nd Year,8.4,5.6,3.4,5,99,1,9:53:24,10:09:36,7.57,10.97,3.233572041
294,19,Other,4th Year,8.8,0.7,2.5,4,110,6,10:16:12,18:40:48,5.1,10.47,3.032729158
295,19,Male,4th Year,8.3,6.7,3.9,5,93,5,14:12:36,21:30:36,8.15,9.26,3.117289265
296,21,Male,1st Year,8,11.5,2.3,2,64,9,5:30:00,14:44:24,8.61,9.07,3.431245581
297,23,Female,4th Year,7.3,2.1,4,2,42,2,16:41:24,11:04:12,6.07,8.14,3.402775167
298,24,Other,3rd Year,6.8,8.3,3,5,38,8,2:16:48,5:12:00,8.25,9.07,4.345987914
299,22,Other,1st Year,4.4,2.4,2.9,1,80,5,3:13:48,19:27:00,5.33,10.39,3.965114929
300,25,Male,1st Year,6,6.4,1.5,1,58,2,14:54:36,6:00:00,7.4,9.74,2.8853114
301,18,Female,2nd Year,5.9,1.2,3.6,5,83,10,6:40:48,4:44:24,6.94,8.16,2.316077155
302,18,Other,4th Year,5.3,5.4,2.3,4,87,6,9:57:36,18:59:24,7.18,7.81,2.432476196
303,20,Other,2nd Year,7.6,9.1,1.5,3,113,10,14:54:36,4:58:12,8.7,8.06,3.031061444
304,23,Female,3rd Year,6.5,4.2,1,1,85,8,1:14:24,2:10:12,8.49,7.68,3.241326641
305,19,Female,1st Year,4.4,8,2.7,0,92,4,21:28:12,7:27:36,8.14,7.38,2.570004398
306,22,Other,1st Year,5.1,9.5,2.6,2,85,2,16:41:24,6:18:00,6.09,8.68,2.720996362
307,21,Other,1st Year,7.4,11.1,3.2,5,43,5,11:04:48,2:06:36,8.65,7.45,3.327930634
308,19,Female,3rd Year,4.4,2.8,3.7,0,8,2,11:02:24,9:53:24,5.39,7.69,2.003525117
309,25,Other,3rd Year,8.3,4.8,1.2,5,36,2,9:37:48,15:50:24,8.41,9.19,3.220481547
310,23,Male,2nd Year,6.5,1.8,3.2,2,73,6,6:12:36,5:15:00,6.31,7.66,2.652244471
311,25,Male,2nd Year,6.4,11.9,1.6,2,35,10,8:54:36,9:42:36,5.22,7.26,4.148442869
312,24,Female,2nd Year,7,11.1,3.6,1,100,9,9:23:24,10:22:48,7.68,8.27,3.174400625
313,21,Female,4th Year,8.1,6.5,3.5,1,91,4,20:52:48,16:55:48,5.93,7.88,2.660275484
314,24,Female,1st Year,5.7,10.1,2.6,0,27,6,14:05:24,6:52:12,5.97,9.06,3.000396189
315,20,Male,1st Year,7.4,6.3,3.1,5,41,7,17:07:48,20:22:12,6.22,7.41,2.773278026
316,25,Other,2nd Year,6.8,7.5,1.9,2,42,6,16:25:48,3:30:36,5.25,10.01,2.909722716
317,20,Male,1st Year,5.3,1.1,2.4,0,84,8,10:21:36,15:28:48,5.71,10.62,2.51019132
318,18,Other,2nd Year,8.4,9.1,3.5,3,87,4,17:48:36,19:26:24,5.02,9.97,3.138432566
319,24,Male,4th Year,8,1.5,2.4,0,41,1,15:49:48,13:09:00,6.78,9.13,3.001276548
320,23,Other,4th Year,7.3,9.9,2.1,4,103,7,17:01:12,21:09:00,5.34,10.44,4.531093694
321,25,Male,3rd Year,8.3,9.4,2.5,0,65,3,2:04:48,8:18:36,7.73,9.78,3.011319265
322,22,Female,4th Year,8.3,8.5,3.5,4,54,6,2:09:36,3:57:00,5.94,7.04,2.99253839
323,21,Male,2nd Year,7.5,0.4,2,4,71,2,9:11:24,5:15:00,8.77,8.58,3.439043239
324,19,Other,4th Year,8.2,3.6,1.5,4,47,9,2:35:24,19:27:00,8.49,10.4,3.093521727
325,23,Male,3rd Year,7.5,3.2,3.1,3,90,1,5:30:00,19:28:12,6.16,8.38,3.368208262
326,23,Male,1st Year,7.4,4.3,3.5,0,21,6,9:36:36,5:43:48,8.13,7.14,3.489112298
327,20,Male,2nd Year,7.1,1.1,1.3,0,100,6,21:51:36,3:30:36,8.21,9.98,3.158229847
328,24,Female,1st Year,7.8,11.2,1.7,3,26,5,5:46:48,12:47:24,8.95,10.21,3.485522085
329,25,Male,3rd Year,4.8,6.6,1.4,2,120,5,7:15:00,12:01:12,7.39,7.64,2.16263996
330,25,Female,3rd Year,8.4,3.7,2,1,92,1,9:04:48,15:37:48,5.33,9.15,3.10187158
331,18,Female,3rd Year,8.4,4.8,2.4,0,66,10,6:01:48,4:06:36,7.59,7.77,3.072468826
332,18,Male,1st Year,4.1,5.4,3.2,1,107,5,11:13:48,9:06:00,7.5,9.88,2.778070482
333,21,Male,1st Year,8.1,7.2,3,5,12,2,7:12:36,16:13:48,7.55,8.09,3.123499768
334,20,Male,1st Year,4.6,6.2,2.9,5,44,7,2:21:36,16:01:12,6.23,8.26,3.1501448
335,23,Other,1st Year,5.7,11,2.1,3,9,3,14:06:36,4:10:48,8.44,10.38,2.261286646
336,25,Male,3rd Year,7.7,6,3.5,5,99,4,7:07:48,21:43:48,8.84,8.91,2.946361453
337,22,Female,3rd Year,4.8,11.9,2.4,5,8,3,12:00:36,15:33:00,5.87,9.68,2.771259192
338,20,Male,2nd Year,8.1,10.2,3.9,2,53,3,7:50:24,10:54:36,5.35,8.61,2.920657833
339,21,Other,2nd Year,8.2,2.5,2.9,2,119,4,5:58:48,19:02:24,5.78,8.19,3.055435057
340,21,Male,1st Year,6.5,11.2,1.4,2,118,5,21:03:00,20:09:36,8.28,9.5,2.373020573
341,20,Other,4th Year,4,1.4,3,5,26,1,8:25:12,5:41:24,7.71,7.62,3.06210007
342,21,Other,4th Year,5.4,9.8,2,3,33,4,17:14:24,4:06:36,7.54,8.49,1.634627856
343,20,Male,3rd Year,7.1,4.6,3.1,4,114,8,7:55:48,5:31:48,6.61,7.84,3.785034627
344,19,Female,3rd Year,8.9,10.5,1.2,4,0,10,12:10:12,4:01:12,7.31,9.78,3.173617902
345,20,Other,3rd Year,7.2,10.4,1.5,1,31,7,5:45:36,10:56:24,6.23,10.78,3.893023649
346,24,Male,2nd Year,5.3,9.7,3.6,4,88,9,19:24:36,5:45:00,6.91,10.98,2.792740986
347,20,Male,2nd Year,7.2,9.5,1.7,4,92,5,8:51:00,14:19:12,8.17,8.8,3.258018906
348,21,Female,3rd Year,6.7,3.7,3.5,2,70,10,16:09:00,8:40:12,8.92,8.01,2.79561327
349,25,Other,3rd Year,7.9,1,1.8,2,112,4,4:05:24,2:13:12,8.73,8.77,2.811378662
350,24,Other,3rd Year,4.5,4.8,2.9,5,66,8,2:30:00,17:29:24,8.74,10.39,2.581007489
351,21,Male,4th Year,7.8,2.1,3.1,1,83,9,1:04:48,14:12:00,6.61,7.82,3.883524363
352,18,Male,2nd Year,6.7,8.3,2.5,0,19,7,5:16:48,12:24:00,6.88,10.81,3.633791896
353,18,Female,4th Year,8.8,4.2,1.9,1,116,7,6:10:12,19:14:24,7.82,8.37,3.259424202
354,25,Female,4th Year,5.7,11.7,1.6,1,93,5,17:28:12,20:22:48,8.69,10.94,3.349534679
355,25,Other,3rd Year,7.2,7.7,1.1,3,34,4,14:56:24,5:24:36,5.57,10.35,3.490572393
356,24,Other,3rd Year,8.7,9.9,1.9,5,98,10,12:13:12,2:27:36,6.22,10.23,3.325518604
357,19,Male,1st Year,4.5,1.6,3,3,112,1,5:45:36,13:54:36,5.56,8.27,1.643380877
358,25,Other,1st Year,8.7,10.3,3.8,1,102,10,2:47:24,20:15:00,7.45,7.04,3.271419093
359,18,Female,4th Year,7.4,11.1,3.6,1,90,10,18:01:48,20:40:48,6.23,8.53,3.92368695
360,20,Female,2nd Year,4.3,5.8,3.3,1,89,7,2:37:48,4:10:12,6.3,8.21,2.118975169
361,21,Male,3rd Year,5.5,7.3,3.4,4,77,1,7:23:24,12:43:12,5.28,7.15,1.995796677
362,18,Female,3rd Year,7.5,9.2,3,3,16,1,9:10:12,15:36:00,6.4,9.02,3.464526432
363,18,Female,4th Year,4.3,2.1,1.8,1,17,5,17:48:00,12:28:12,8.45,8.61,2.358924995
364,19,Female,1st Year,6.9,6,3.7,2,44,9,20:49:48,15:37:48,5.93,9.54,2.937381744
365,24,Female,2nd Year,5.7,4.8,3,5,115,6,10:03:36,12:13:12,7.78,9.48,2.277429164
366,24,Male,1st Year,7.1,1.8,2.7,5,92,3,8:19:12,4:48:36,7.52,7.48,2.878204645
367,23,Male,1st Year,4.2,4.4,1.3,2,83,3,34:12.0,10:09:00,8.45,10.91,2.747798505
368,19,Other,1st Year,8.4,0.8,2.3,5,52,7,10:18:36,8:06:36,5.53,7.75,3.231254704
369,20,Female,1st Year,8.9,0.3,2.4,4,90,6,4:00:36,14:42:36,8.91,8.78,2.919716046
370,24,Other,3rd Year,8.8,1.6,3.6,4,81,9,4:27:36,7:13:48,7.33,8.95,3.339020437
371,21,Male,3rd Year,7.7,11.6,2.6,0,67,6,2:31:48,8:40:12,8.98,10.25,3.069340247
372,25,Male,1st Year,4.7,6.6,2.1,0,64,5,14:19:12,19:36:36,8.65,7.4,1.794943339
373,19,Male,2nd Year,7.8,11.6,3.9,0,113,10,15:19:12,10:33:00,5.89,8.71,2.832134684
374,25,Male,4th Year,4.1,5.2,1.3,5,0,7,6:15:36,16:52:12,5.22,9.51,2.81373293
375,18,Male,2nd Year,4.1,3.7,2.3,4,57,1,12:57:00,5:55:12,6.02,7.86,2.666523008
376,21,Male,2nd Year,5.6,6.1,1.1,4,25,7,20:09:36,13:28:48,7.11,9.51,2.561078987
377,21,Male,2nd Year,6.4,5.3,3.2,4,108,3,16:03:36,2:06:36,5.69,10.69,3.287536946
378,18,Female,1st Year,7.9,1.3,3.8,2,19,9,13:12:36,20:09:00,5.67,10.99,3.218782837
379,19,Other,3rd Year,7.4,7.7,1.8,4,115,6,15:51:36,6:23:24,6.85,7.13,3.579084842
380,18,Male,2nd Year,6.2,2.6,3.6,2,86,9,15:01:12,8:31:48,5.13,7.94,3.234098359
381,25,Female,1st Year,5.4,7.4,1.9,0,9,5,15:49:48,6:39:00,5.49,8.24,3.801625188
382,23,Female,2nd Year,9,7.8,3.7,0,58,7,21:07:48,15:51:00,6.66,8.6,2.845034538
383,21,Other,2nd Year,6.1,1.8,3.3,5,74,4,8:37:12,12:09:36,5.25,7.97,3.233301161
384,22,Male,1st Year,6.3,0.7,3.4,0,40,7,9:27:36,6:04:12,6.59,7.81,3.458610444
385,22,Other,3rd Year,4.8,9.4,1.1,5,104,1,8:16:48,17:21:00,6.9,10.82,2.416872089
386,25,Male,3rd Year,8,5.5,3.9,1,4,7,17:57:36,17:28:48,6.81,10.67,2.975868175
387,20,Female,4th Year,7.5,0.7,3.2,1,64,8,15:47:24,10:58:48,8.48,7.19,3.519769052
388,24,Female,1st Year,5.1,11.9,1.9,3,16,5,8:59:24,11:31:48,7.12,8.36,3.599605049
389,18,Female,4th Year,4.4,0.7,3.5,5,21,2,9:24:36,16:21:00,6.87,8.62,3.837376263
390,18,Female,4th Year,7.4,8.3,1.8,3,97,5,11:22:12,16:02:24,6.64,7.96,3.344957817
391,20,Other,4th Year,7.3,11.8,3.6,3,119,6,14:38:24,16:26:24,8.27,9.52,3.98887633
392,20,Male,3rd Year,5.4,2.9,1.3,1,108,2,2:49:48,34:12.0,8.58,9.56,2.231165691
393,25,Male,1st Year,8.8,1.7,3.1,5,40,6,14:51:36,8:57:36,8.41,10.4,3.518999948
394,25,Other,4th Year,4.8,1.5,2.6,1,92,6,12:25:48,5:21:00,7.69,9.96,2.274891413
395,20,Male,1st Year,6.2,3.6,1.3,3,67,1,7:45:36,2:29:24,5.55,9.17,2.508879022
396,21,Female,1st Year,8.7,1.2,1.7,5,68,1,10:36:00,12:31:12,6.11,9.61,2.817655696
397,25,Male,3rd Year,6.1,8.3,1,3,10,10,14:43:12,20:40:12,5.18,8.1,3.145874915
398,23,Female,4th Year,7.2,0.7,2.4,4,55,3,12:51:00,21:02:24,8.72,9.37,2.755504329
399,25,Other,4th Year,6,6.1,1.9,5,50,10,5:19:12,16:05:24,7.64,8.96,2.476773154
400,18,Male,1st Year,5.4,12,2.8,5,20,10,16:09:36,3:21:00,7.99,7.53,3.032229012
401,25,Other,2nd Year,8.9,9.8,1.9,3,98,3,19:00:36,11:32:24,6.25,7.97,2.932872953
402,21,Male,3rd Year,6,7.4,1.9,4,75,4,15:25:12,16:33:36,8.38,8.17,3.025219919
403,20,Female,3rd Year,8.5,3.7,3.2,2,25,2,4:09:36,14:01:12,6.04,10.7,3.239301745
404,18,Other,3rd Year,5.1,7.5,1.1,1,114,9,20:07:48,10:01:48,5.01,7.92,2.877645978
405,25,Male,3rd Year,5.1,6.3,3.7,3,18,10,1:10:12,8:56:24,6.51,8.16,2.589643352
406,21,Female,4th Year,4.2,5.1,3.6,5,108,7,10:38:24,18:55:12,7.28,8.48,2.858852125
407,23,Other,4th Year,7.3,1.6,3,1,59,7,1:19:12,2:27:36,6.91,9.65,3.369332894
408,25,Other,2nd Year,5.8,10.6,2.8,1,70,6,2:16:48,11:06:00,8.45,7.47,1.494251775
409,21,Male,3rd Year,8.3,5.4,3.7,1,46,3,12:29:24,17:24.0,5.42,10.82,3.404888096
410,23,Male,3rd Year,6.4,2.3,1.6,2,118,6,17:49:48,4:07:48,7.22,10.46,3.084531431
411,20,Male,1st Year,8.8,4.4,1.2,0,70,8,18:32:24,20:30:36,7.05,9.31,2.757788069
412,25,Female,4th Year,4.9,5,1.7,3,25,8,16:57:36,3:51:00,6.13,9.7,1.618252606
413,23,Male,3rd Year,8.3,9.9,3.4,0,39,9,7:05:24,2:04:12,8.29,7.07,2.973007818
414,18,Other,2nd Year,7.9,8.8,1.1,0,4,1,16:16:12,7:59:24,8.01,8.36,3.184807835
415,20,Other,2nd Year,7.9,9.2,2.7,0,20,1,14:49:48,6:35:24,7.93,10.18,3.672668818
416,18,Male,4th Year,8.2,0.1,4,1,77,3,34:48.0,15:15:00,8.5,7.31,3.327246088
417,22,Male,2nd Year,7.8,5,3.6,4,3,3,2:49:12,3:10:12,7.89,8.13,2.786587921
418,19,Other,2nd Year,7.1,5.8,2.6,1,22,10,18:01:12,11:24:36,5.93,9.34,3.599131194
419,25,Female,4th Year,4.7,0.2,1.2,1,105,8,21:53:24,7:21:00,7.82,8.03,1.910364808
420,23,Male,3rd Year,4.2,3.1,3.5,5,83,10,20:44:24,3:31:12,6.23,10.74,2.160401959
421,19,Male,3rd Year,8.6,9.1,2.8,5,14,1,3:00:00,2:30:00,5.97,7.52,3.056663233
422,19,Other,2nd Year,7.1,1.6,1.3,0,113,2,8:24:00,5:20:24,5.29,10.19,3.221926723
423,23,Male,2nd Year,8,6.4,1.3,1,115,2,16:16:12,15:56:24,7.98,9.03,2.867802647
424,20,Female,3rd Year,6.4,2.6,3.7,0,108,3,18:16:48,2:40:12,7.84,10,2.616645529
425,25,Other,4th Year,4.6,0.1,3,5,92,6,15:49:12,9:26:24,5.94,8.24,2.489539769
426,22,Male,2nd Year,4.6,2.9,3.5,4,7,1,19:35:24,3:23:24,8,9.06,2.722994708
427,18,Other,1st Year,7.4,11.7,3.6,3,40,2,2:13:48,8:28:48,8.67,10.43,3.777562486
428,21,Male,4th Year,6.2,9.6,2.7,0,111,1,5:31:48,15:51:36,5.43,8.87,3.46707468
429,18,Male,2nd Year,5,11.5,2.6,4,18,5,17:24.0,14:36:00,5.93,8.44,1.977603438
430,21,Male,2nd Year,6.5,5.9,2.3,3,111,7,3:50:24,10:59:24,8,9.14,3.393243521
431,18,Female,1st Year,4.3,1.3,2,2,102,8,16:45:36,6:12:00,6.1,9.87,2.107967666
432,23,Female,1st Year,6.9,6.6,2.3,0,45,10,6:56:24,15:38:24,7.5,8.77,3.097862954
433,22,Other,3rd Year,5.3,5.5,3.3,0,27,1,4:01:12,10:24:36,5.32,10.76,2.537239111
434,25,Male,4th Year,8,10.1,2.8,2,109,7,14:30:36,15:05:24,6.81,8.18,2.822191495
435,21,Male,4th Year,5.6,1.2,3.7,2,120,5,6:05:24,5:40:48,7.96,8.9,2.661349253
436,25,Female,3rd Year,6.3,5.9,2.3,0,90,10,15:48:00,12:40:12,7.75,10.03,3.178003717
437,25,Male,4th Year,4.1,1.8,2.8,2,67,1,15:43:12,20:28:12,8.26,9.76,1.969628177
438,25,Female,4th Year,4.4,3.9,2.9,1,14,3,19:45:00,18:40:48,8.51,10.45,3.113965211
439,24,Male,4th Year,6,8.8,2.8,3,98,7,12:45:36,20:46:48,8.09,10.99,3.532290462
440,20,Other,4th Year,6.4,5.7,3.1,3,36,10,6:40:48,12:00:36,7.69,8.71,3.388344173
441,18,Male,4th Year,7,4.5,1.7,3,0,1,2:15:36,19:52:12,5.13,7.44,3.051920956
442,25,Male,1st Year,5.5,4.7,2.5,1,66,7,9:19:12,19:43:12,7.14,7.12,2.090334839
443,18,Female,4th Year,7.5,5.5,1.3,2,110,5,3:52:12,3:10:48,5.15,9.91,3.506142221
444,25,Male,1st Year,8.3,9.4,2.2,4,23,1,4:43:48,4:33:00,8.23,10.5,3.273635153
445,21,Male,4th Year,7.9,10.7,2.5,2,26,1,18:21:36,12:57:36,6.28,7.88,3.398146327
446,20,Female,3rd Year,4.2,11.5,3,0,39,1,11:48:00,2:16:48,7.25,7.63,2.544493426
447,20,Other,2nd Year,6.4,9.4,3.9,5,62,9,19:32:24,22:00:00,6.12,7.25,3.293368073
448,23,Other,1st Year,4.5,3.8,2.8,3,60,3,7:40:12,9:43:12,8.13,10.29,2.414682857
449,24,Female,4th Year,5.2,8.3,3.2,2,35,5,2:03:00,9:40:12,8.55,8.25,3.22635293
450,23,Female,3rd Year,8.9,5.3,2.5,4,97,10,19:07:12,12:51:00,6.59,8.61,3.178642435
451,23,Female,2nd Year,4.7,3.1,2.9,0,92,9,6:35:24,14:03:36,8.45,9.01,2.511752538
452,23,Female,1st Year,6.5,10.1,1.2,1,23,6,8:43:12,12:53:24,6.07,10.36,3.412859046
453,23,Female,2nd Year,7.1,0.5,1.8,1,23,9,9:44:24,13:42:00,7.14,9.6,3.399509329
454,23,Other,3rd Year,7.5,10.8,2.1,4,105,8,13:48:36,7:23:24,8.44,9.46,2.781405122
455,22,Other,1st Year,6.8,5.5,2.4,0,3,8,14:32:24,17:24.0,6.3,7.7,3.382018468
456,20,Female,2nd Year,4,7.6,1.1,3,66,1,21:03:00,18:03:00,8.82,9.05,1.971575358
457,23,Male,4th Year,5.6,7.9,1.4,2,33,9,17:25:12,18:23:24,5.49,9.86,2.063996761
458,25,Female,1st Year,6.6,10.7,1.8,0,56,6,21:40:48,16:45:00,5.07,10.89,3.155062353
459,20,Male,2nd Year,4.4,7.6,3.9,1,48,9,9:47:24,11:29:24,8.62,7.81,2.348062018
460,20,Female,3rd Year,5.8,7.4,2,4,86,3,19:46:48,19:46:48,5.27,7.04,2.202341106
461,19,Female,3rd Year,4.2,0.8,2.4,4,52,3,3:40:12,4:38:24,8.97,7.3,3.07332187
462,22,Other,1st Year,4.4,6.2,1.6,2,119,6,11:00:36,16:03:00,8.81,8.5,1.590398871
463,23,Male,2nd Year,6,1.8,2.8,4,115,9,7:18:36,18:45:00,5.55,10.28,2.977820613
464,18,Male,1st Year,4.7,8.8,1.8,4,22,7,13:22:12,8:29:24,7.15,7.03,2.496526555
465,21,Other,1st Year,6.8,6.1,1.6,0,108,3,10:13:48,21:14:24,5.74,8.83,3.114889481
466,24,Other,2nd Year,7.4,8.2,2.5,3,68,3,2:12:00,9:36:00,6.71,8.32,3.582048583
467,25,Other,2nd Year,8,0.5,1,2,94,2,20:15:36,8:02:24,5.25,7.21,2.93692078
468,18,Other,4th Year,5,1,1,0,52,9,16:40:12,17:42:00,5.9,8.8,2.161274726
469,22,Male,2nd Year,4.8,8.6,1.7,3,61,3,5:37:12,21:09:36,6.45,8.02,2.452538431
470,21,Male,3rd Year,4.5,0.9,1.1,0,40,5,19:55:48,14:43:48,6.75,8.41,2.646616268
471,22,Female,1st Year,7.2,0.9,1.3,5,56,9,20:24:36,20:01:48,8.91,9.82,2.449169407
472,25,Female,1st Year,7.5,0.1,2,0,120,8,14:24:36,19:40:12,8.23,9.09,2.769607328
473,20,Other,3rd Year,4.2,11.5,3.4,4,59,2,20:03:36,16:54:36,7.95,7.5,2.619890477
474,21,Other,2nd Year,8.7,8.9,2.7,3,53,3,9:42:36,16:05:24,7.15,10.85,3.356234955
475,20,Other,3rd Year,4.3,4.2,2.5,2,69,2,17:15:00,11:24:00,8.36,9.54,2.995208302
476,25,Female,3rd Year,6.7,3.6,1.9,2,100,8,3:11:24,8:25:48,6.36,10.06,2.981171821
477,18,Female,4th Year,7.5,4.2,3.8,3,56,6,5:33:00,10:08:24,7.84,7.32,2.875422
478,25,Female,3rd Year,8.4,9.3,2.2,4,9,6,7:18:36,19:01:48,8.98,7.19,3.046370106
479,18,Female,1st Year,7.6,7.9,1.3,1,39,9,9:02:24,18:33:36,6.26,7.08,3.065754262
480,21,Female,3rd Year,8,2.2,2.9,0,6,8,3:52:12,4:25:12,7.7,7.76,3.057747371
481,21,Female,1st Year,5.7,2.1,1.3,4,102,4,17:19:12,10:49:48,8.38,8.66,3.07497375
482,23,Female,1st Year,8.1,1.2,2,5,37,4,3:39:36,4:36:00,8.66,10.74,3.007633989
483,22,Other,1st Year,4.4,7.9,2.5,3,84,9,5:25:12,34:12.0,7.87,8.83,3.077617074
484,23,Other,2nd Year,8.5,9.2,3.6,0,60,1,17:24.0,9:42:36,6.13,8.16,3.139897783
485,22,Other,4th Year,6.7,3.2,2.5,2,83,2,10:12:36,11:31:48,6.31,9.25,3.383307698
486,23,Other,1st Year,8.1,0.3,3.1,1,2,2,16:49:48,15:37:12,5.08,7.45,3.300041903
487,20,Female,1st Year,6.3,1,4,5,50,6,13:06:36,12:36:00,8.04,9.44,2.512233287
488,21,Male,2nd Year,7.2,11.6,1.4,2,85,4,5:20:24,11:57:00,5.17,9.27,2.344427777
489,18,Female,1st Year,6.6,3.5,1.8,3,46,10,21:19:48,17:58:48,8.46,10.17,2.716623813
490,22,Male,3rd Year,7.7,9.2,2.2,0,67,3,34:48.0,15:42:00,5.47,10.95,3.715126348
491,25,Other,3rd Year,4.4,7.5,2.3,3,91,3,16:57:36,6:10:12,5.69,8,2.793707554
492,22,Female,4th Year,4.3,4.6,2.2,0,75,3,18:58:12,3:40:48,6.91,9.04,2.951251334
493,18,Other,1st Year,5.2,2.5,3.7,4,37,6,34:12.0,14:48:00,7.95,10.64,1.785633995
